ID,Round,Home,Away,Phase,Team_In_Poss,Location,Side,Play_Start,Points_Difference,Seconds_Remaining,Yellow_Cards_Own,Yellow_Cards_Opp,Red_Cards_Own,Red_Cards_Opp,Outcome
4346,3,Harlequins,Bath,17,Home,5m-Goal (opp),Centre,Lineout,-12,56,0,0,0,0,For Converted Try (+7)
4347,3,Harlequins,Bath,18,Home,5m-Goal (opp),Centre,Lineout,-12,46,0,0,0,0,For Converted Try (+7)
4348,3,Harlequins,Bath,19,Home,5m-Goal (opp),Centre,Lineout,-12,40,0,0,0,0,For Converted Try (+7)
4349,3,Harlequins,Bath,1,Home,5m-22m (own),Centre,Restart Kick,-5,2,0,0,0,0,End of Half / Match (0)
4350,3,Harlequins,Bath,2,Home,22m-10m (own),Centre,Restart Kick,-5,0,0,0,0,0,End of Half / Match (0)
4351,3,Harlequins,Bath,3,Home,22m-10m (own),Centre,Restart Kick,-5,0,0,0,0,0,End of Half / Match (0)
4352,3,Harlequins,Bath,4,Home,22m-10m (own),Left,Restart Kick,-5,0,0,0,0,0,End of Half / Match (0)
4353,3,Harlequins,Bath,5,Home,22m-10m (own),Centre,Restart Kick,-5,0,0,0,0,0,End of Half / Match (0)
4354,3,Harlequins,Bath,6,Home,22m-10m (own),Centre,Restart Kick,-5,0,0,0,0,0,End of Half / Match (0)
4355,3,Harlequins,Bath,7,Home,22m-10m (own),Centre,Restart Kick,-5,0,0,0,0,0,End of Half / Match (0)
4356,3,Harlequins,Bath,8,Home,22m-10m (own),Centre,Restart Kick,-5,0,0,0,0,0,End of Half / Match (0)
4357,3,Harlequins,Bath,9,Home,22m-10m (own),Centre,Restart Kick,-5,0,0,0,0,0,End of Half / Match (0)
4358,3,Harlequins,Bath,10,Home,22m-10m (own),Centre,Restart Kick,-5,0,0,0,0,0,End of Half / Match (0)
4359,3,Harlequins,Bath,11,Home,22m-10m (own),Centre,Restart Kick,-5,0,0,0,0,0,End of Half / Match (0)
4360,3,Harlequins,Bath,12,Home,22m-10m (own),Centre,Restart Kick,-5,0,0,0,0,0,End of Half / Match (0)
4361,3,Harlequins,Bath,13,Home,22m-10m (own),Centre,Restart Kick,-5,0,0,0,0,0,End of Half / Match (0)
4362,3,Harlequins,Bath,14,Home,10m-Half (own),Centre,Restart Kick,-5,0,0,0,0,0,End of Half / Match (0)
4363,3,Harlequins,Bath,15,Home,10m-Half (own),Left,Restart Kick,-5,0,0,0,0,0,End of Half / Match (0)
4364,3,Harlequins,Bath,16,Home,10m-Half (own),Centre,Restart Kick,-5,0,0,0,0,0,End of Half / Match (0)
4365,3,Harlequins,Bath,1,Home,10m-Half (own),Centre,Scrum,-5,0,0,0,0,0,End of Half / Match (0)
4366,3,Harlequins,Bath,2,Home,10m-Half (own),Centre,Scrum,-5,0,0,0,0,0,End of Half / Match (0)
4367,3,Harlequins,Bath,3,Home,10m-Half (own),Centre,Scrum,-5,0,0,0,0,0,End of Half / Match (0)
4368,3,Harlequins,Bath,4,Home,10m-Half (own),Centre,Scrum,-5,0,0,0,0,0,End of Half / Match (0)
4369,3,Harlequins,Bath,5,Home,10m-Half (own),Centre,Scrum,-5,0,0,0,0,0,End of Half / Match (0)
4370,3,Harlequins,Bath,6,Home,10m-Half (own),Centre,Scrum,-5,0,0,0,0,0,End of Half / Match (0)
4371,3,Harlequins,Bath,7,Home,10m-Half (own),Centre,Scrum,-5,0,0,0,0,0,End of Half / Match (0)
4372,3,Gloucester,Bristol,1,Home,5m-22m (own),Centre,Restart Kick,0,4795,0,0,0,0,For Penalty Kick (+3)
4373,3,Gloucester,Bristol,2,Home,22m-10m (own),Centre,Restart Kick,0,4788,0,0,0,0,For Penalty Kick (+3)
4374,3,Gloucester,Bristol,3,Home,22m-10m (own),Right,Restart Kick,0,4778,0,0,0,0,For Penalty Kick (+3)
4375,3,Gloucester,Bristol,4,Home,22m-10m (own),Right,Restart Kick,0,4771,0,0,0,0,For Penalty Kick (+3)
4376,3,Gloucester,Bristol,1,Away,Half-10m (opp),Left,Kick (Open Play),0,4761,0,0,0,0,Against Penalty Kick (-3)
4377,3,Gloucester,Bristol,2,Away,Half-10m (opp),Left,Kick (Open Play),0,4755,0,0,0,0,Against Penalty Kick (-3)
4378,3,Gloucester,Bristol,3,Away,Half-10m (opp),Centre,Kick (Open Play),0,4748,0,0,0,0,Against Penalty Kick (-3)
4379,3,Gloucester,Bristol,4,Away,Half-10m (opp),Right,Kick (Open Play),0,4739,0,0,0,0,Against Penalty Kick (-3)
4380,3,Gloucester,Bristol,5,Away,22m-10m (own),Left,Kick (Open Play),0,4730,0,0,0,0,Against Penalty Kick (-3)
4381,3,Gloucester,Bristol,6,Away,22m-10m (own),Left,Kick (Open Play),0,4723,0,0,0,0,Against Penalty Kick (-3)
4382,3,Gloucester,Bristol,7,Away,22m-10m (own),Centre,Kick (Open Play),0,4718,0,0,0,0,Against Penalty Kick (-3)
4383,3,Gloucester,Bristol,8,Away,22m-10m (own),Right,Kick (Open Play),0,4708,0,0,0,0,Against Penalty Kick (-3)
4384,3,Gloucester,Bristol,9,Away,22m-10m (own),Left,Kick (Open Play),0,4695,0,0,0,0,Against Penalty Kick (-3)
4385,3,Gloucester,Bristol,10,Away,22m-10m (own),Centre,Kick (Open Play),0,4686,0,0,0,0,Against Penalty Kick (-3)
4386,3,Gloucester,Bristol,11,Away,22m-10m (own),Right,Kick (Open Play),0,4677,0,0,0,0,Against Penalty Kick (-3)
4387,3,Gloucester,Bristol,12,Away,22m-10m (own),Left,Kick (Open Play),0,4663,0,0,0,0,Against Penalty Kick (-3)
4388,3,Gloucester,Bristol,13,Away,5m-22m (own),Left,Kick (Open Play),0,4651,0,0,0,0,Against Penalty Kick (-3)
4389,3,Gloucester,Bristol,1,Away,5m-22m (own),Left,Lineout,0,4616,0,0,0,0,Against Penalty Kick (-3)
4390,3,Gloucester,Bristol,1,Away,5m-22m (own),Left,Quick Tap,0,4590,0,0,0,0,Against Penalty Kick (-3)
4391,3,Gloucester,Bristol,2,Away,5m-22m (own),Centre,Quick Tap,0,4585,0,0,0,0,Against Penalty Kick (-3)
4392,3,Gloucester,Bristol,3,Away,5m-22m (own),Centre,Quick Tap,0,4578,0,0,0,0,Against Penalty Kick (-3)
4393,3,Gloucester,Bristol,4,Away,5m-22m (own),Left,Quick Tap,0,4568,0,0,0,0,Against Penalty Kick (-3)
4394,3,Gloucester,Bristol,5,Away,5m-22m (own),Centre,Quick Tap,0,4560,0,0,0,0,Against Penalty Kick (-3)
4395,3,Gloucester,Bristol,1,Away,10m-Half (own),Left,Lineout,0,4495,0,0,0,0,Against Penalty Kick (-3)
4396,3,Gloucester,Bristol,2,Away,10m-Half (own),Centre,Lineout,0,4485,0,0,0,0,Against Penalty Kick (-3)
4397,3,Gloucester,Bristol,3,Away,Half-10m (opp),Centre,Lineout,0,4474,0,0,0,0,Against Penalty Kick (-3)
4398,3,Gloucester,Bristol,1,Home,10m-22m (opp),Left,Lineout,0,4429,0,0,0,0,For Penalty Kick (+3)
4399,3,Gloucester,Bristol,2,Home,10m-22m (opp),Left,Lineout,0,4407,0,0,0,0,For Penalty Kick (+3)
4400,3,Gloucester,Bristol,3,Home,10m-22m (opp),Left,Lineout,0,4401,0,0,0,0,For Penalty Kick (+3)
4401,3,Gloucester,Bristol,4,Home,10m-22m (opp),Centre,Lineout,0,4396,0,0,0,0,For Penalty Kick (+3)
4402,3,Gloucester,Bristol,5,Home,10m-22m (opp),Centre,Lineout,0,4390,0,0,0,0,For Penalty Kick (+3)
4403,3,Gloucester,Bristol,6,Home,10m-22m (opp),Left,Lineout,0,4384,0,0,0,0,For Penalty Kick (+3)
4404,3,Gloucester,Bristol,1,Home,5m-22m (own),Left,Restart Kick,3,4265,0,0,0,0,Against Penalty Kick (-3)
4405,3,Gloucester,Bristol,2,Home,5m-22m (own),Centre,Restart Kick,3,4258,0,0,0,0,Against Penalty Kick (-3)
4406,3,Gloucester,Bristol,1,Away,5m-22m (own),Left,Restart Kick,0,4170,0,0,0,0,For Converted Try (+7)
4407,3,Gloucester,Bristol,2,Away,5m-22m (own),Left,Restart Kick,0,4159,0,0,0,0,For Converted Try (+7)
4408,3,Gloucester,Bristol,3,Away,5m-22m (own),Centre,Restart Kick,0,4153,0,0,0,0,For Converted Try (+7)
4409,3,Gloucester,Bristol,4,Away,22m-10m (own),Right,Restart Kick,0,4143,0,0,0,0,For Converted Try (+7)
4410,3,Gloucester,Bristol,5,Away,22m-10m (own),Centre,Restart Kick,0,4136,0,0,0,0,For Converted Try (+7)
4411,3,Gloucester,Bristol,6,Away,22m-10m (own),Left,Restart Kick,0,4126,0,0,0,0,For Converted Try (+7)
4412,3,Gloucester,Bristol,7,Away,22m-10m (own),Left,Restart Kick,0,4118,0,0,0,0,For Converted Try (+7)
4413,3,Gloucester,Bristol,1,Home,10m-22m (opp),Right,Turnover Steal,0,4115,0,0,0,0,Against Converted Try (-7)
4414,3,Gloucester,Bristol,1,Away,22m-10m (own),Left,Turnover Steal,0,4112,0,0,0,0,For Converted Try (+7)
4415,3,Gloucester,Bristol,2,Away,22m-10m (own),Left,Turnover Steal,0,4105,0,0,0,0,For Converted Try (+7)
4416,3,Gloucester,Bristol,3,Away,22m-10m (own),Centre,Turnover Steal,0,4097,0,0,0,0,For Converted Try (+7)
4417,3,Gloucester,Bristol,4,Away,22m-10m (own),Left,Turnover Steal,0,4089,0,0,0,0,For Converted Try (+7)
4418,3,Gloucester,Bristol,5,Away,22m-10m (own),Centre,Turnover Steal,0,4078,0,0,0,0,For Converted Try (+7)
4419,3,Gloucester,Bristol,1,Home,22m-5m (opp),Left,Lineout,0,4036,0,0,0,0,Against Converted Try (-7)
4420,3,Gloucester,Bristol,2,Home,22m-5m (opp),Centre,Lineout,0,4029,0,0,0,0,Against Converted Try (-7)
4421,3,Gloucester,Bristol,3,Home,22m-5m (opp),Centre,Lineout,0,4020,0,0,0,0,Against Converted Try (-7)
4422,3,Gloucester,Bristol,4,Home,22m-5m (opp),Centre,Lineout,0,4013,0,0,0,0,Against Converted Try (-7)
4423,3,Gloucester,Bristol,5,Home,22m-5m (opp),Centre,Lineout,0,4006,0,0,0,0,Against Converted Try (-7)
4424,3,Gloucester,Bristol,6,Home,22m-5m (opp),Centre,Lineout,0,3999,0,0,0,0,Against Converted Try (-7)
4425,3,Gloucester,Bristol,1,Away,5m-22m (own),Centre,Scrum,0,3971,0,0,0,0,For Converted Try (+7)
4426,3,Gloucester,Bristol,1,Home,5m-Goal (opp),Centre,Turnover Steal,0,3955,0,0,0,0,Against Converted Try (-7)
4427,3,Gloucester,Bristol,2,Home,5m-Goal (opp),Centre,Turnover Steal,0,3952,0,0,0,0,Against Converted Try (-7)
4428,3,Gloucester,Bristol,1,Away,5m-22m (own),Left,Turnover Steal,0,3943,0,0,0,0,For Converted Try (+7)
4429,3,Gloucester,Bristol,1,Away,10m-Half (own),Left,Lineout,0,3880,0,0,0,0,For Converted Try (+7)
4430,3,Gloucester,Bristol,2,Away,10m-Half (own),Centre,Lineout,0,3870,0,0,0,0,For Converted Try (+7)
4431,3,Gloucester,Bristol,3,Away,10m-Half (own),Centre,Lineout,0,3864,0,0,0,0,For Converted Try (+7)
4432,3,Gloucester,Bristol,4,Away,22m-10m (own),Right,Lineout,0,3857,0,0,0,0,For Converted Try (+7)
4433,3,Gloucester,Bristol,5,Away,22m-10m (own),Centre,Lineout,0,3851,0,0,0,0,For Converted Try (+7)
4434,3,Gloucester,Bristol,6,Away,22m-10m (own),Right,Lineout,0,3845,0,0,0,0,For Converted Try (+7)
4435,3,Gloucester,Bristol,7,Away,22m-10m (own),Centre,Lineout,0,3839,0,0,0,0,For Converted Try (+7)
4436,3,Gloucester,Bristol,8,Away,10m-Half (own),Left,Lineout,0,3828,0,0,0,0,For Converted Try (+7)
4437,3,Gloucester,Bristol,9,Away,10m-Half (own),Centre,Lineout,0,3816,0,0,0,0,For Converted Try (+7)
4438,3,Gloucester,Bristol,1,Away,5m-22m (own),Left,Restart Kick,7,3695,0,0,0,0,For Penalty Kick (+3)
4439,3,Gloucester,Bristol,2,Away,22m-10m (own),Left,Restart Kick,7,3689,0,0,0,0,For Penalty Kick (+3)
4440,3,Gloucester,Bristol,3,Away,22m-10m (own),Left,Restart Kick,7,3682,0,0,0,0,For Penalty Kick (+3)
4441,3,Gloucester,Bristol,4,Away,22m-10m (own),Centre,Restart Kick,7,3677,0,0,0,0,For Penalty Kick (+3)
4442,3,Gloucester,Bristol,5,Away,22m-10m (own),Centre,Restart Kick,7,3669,0,0,0,0,For Penalty Kick (+3)
4443,3,Gloucester,Bristol,6,Away,22m-10m (own),Right,Restart Kick,7,3662,0,0,0,0,For Penalty Kick (+3)
4444,3,Gloucester,Bristol,1,Home,10m-Half (own),Left,Kick (Open Play),-7,3657,0,0,0,0,Against Penalty Kick (-3)
4445,3,Gloucester,Bristol,2,Home,Half-10m (opp),Left,Kick (Open Play),-7,3648,0,0,0,0,Against Penalty Kick (-3)
4446,3,Gloucester,Bristol,1,Home,22m-5m (opp),Left,Lineout,-7,3599,0,0,0,0,Against Penalty Kick (-3)
4447,3,Gloucester,Bristol,1,Away,5m-22m (own),Right,Turnover Steal,7,3597,0,0,0,0,For Penalty Kick (+3)
4448,3,Gloucester,Bristol,2,Away,22m-5m (opp),Left,Turnover Steal,7,3583,0,0,0,0,For Penalty Kick (+3)
4449,3,Gloucester,Bristol,3,Away,22m-5m (opp),Left,Turnover Steal,7,3576,0,0,0,0,For Penalty Kick (+3)
4450,3,Gloucester,Bristol,4,Away,22m-5m (opp),Centre,Turnover Steal,7,3567,0,0,0,0,For Penalty Kick (+3)
4451,3,Gloucester,Bristol,1,Home,22m-10m (own),Right,Lineout,-7,3534,0,0,0,0,Against Penalty Kick (-3)
4452,3,Gloucester,Bristol,1,Home,10m-Half (own),Right,Lineout,-7,3483,0,0,0,0,Against Penalty Kick (-3)
4453,3,Gloucester,Bristol,2,Home,22m-10m (own),Centre,Lineout,-7,3460,0,0,0,0,Against Penalty Kick (-3)
4454,3,Gloucester,Bristol,1,Home,10m-22m (opp),Right,Lineout,-7,3419,0,0,0,0,Against Penalty Kick (-3)
4455,3,Gloucester,Bristol,2,Home,10m-22m (opp),Centre,Lineout,-7,3408,0,0,0,0,Against Penalty Kick (-3)
4456,3,Gloucester,Bristol,1,Away,22m-10m (own),Centre,Turnover Steal,7,3406,0,0,0,0,For Penalty Kick (+3)
4457,3,Gloucester,Bristol,1,Home,22m-10m (own),Centre,Kick (Open Play),-7,3401,0,0,0,0,Against Penalty Kick (-3)
4458,3,Gloucester,Bristol,2,Home,22m-10m (own),Centre,Kick (Open Play),-7,3393,0,0,0,0,Against Penalty Kick (-3)
4459,3,Gloucester,Bristol,3,Home,22m-5m (opp),Centre,Kick (Open Play),-7,3379,0,0,0,0,Against Penalty Kick (-3)
4460,3,Gloucester,Bristol,4,Home,22m-5m (opp),Centre,Kick (Open Play),-7,3373,0,0,0,0,Against Penalty Kick (-3)
4461,3,Gloucester,Bristol,1,Away,10m-Half (own),Right,Lineout,7,3285,0,0,0,0,For Penalty Kick (+3)
4462,3,Gloucester,Bristol,2,Away,10m-Half (own),Right,Lineout,7,3275,0,0,0,0,For Penalty Kick (+3)
4463,3,Gloucester,Bristol,3,Away,10m-Half (own),Centre,Lineout,7,3260,0,0,0,0,For Penalty Kick (+3)
4464,3,Gloucester,Bristol,4,Away,22m-10m (own),Centre,Lineout,7,3252,0,0,0,0,For Penalty Kick (+3)
4465,3,Gloucester,Bristol,5,Away,10m-Half (own),Right,Lineout,7,3240,0,0,0,0,For Penalty Kick (+3)
4466,3,Gloucester,Bristol,6,Away,10m-Half (own),Centre,Lineout,7,3234,0,0,0,0,For Penalty Kick (+3)
4467,3,Gloucester,Bristol,7,Away,10m-Half (own),Left,Lineout,7,3222,0,0,0,0,For Penalty Kick (+3)
4468,3,Gloucester,Bristol,8,Away,Half-10m (opp),Left,Lineout,7,3215,0,0,0,0,For Penalty Kick (+3)
4469,3,Gloucester,Bristol,9,Away,Half-10m (opp),Right,Lineout,7,3204,0,0,0,0,For Penalty Kick (+3)
4470,3,Gloucester,Bristol,10,Away,Half-10m (opp),Centre,Lineout,7,3195,0,0,0,0,For Penalty Kick (+3)
4471,3,Gloucester,Bristol,1,Home,22m-10m (own),Left,Kick (Open Play),-7,3190,0,0,0,0,Against Penalty Kick (-3)
4472,3,Gloucester,Bristol,1,Away,5m-22m (own),Right,Kick (Open Play),7,3183,0,0,0,0,For Penalty Kick (+3)
4473,3,Gloucester,Bristol,1,Home,5m-22m (own),Left,Kick (Open Play),-7,3178,0,0,0,0,Against Penalty Kick (-3)
4474,3,Gloucester,Bristol,1,Away,5m-22m (own),Left,Restart Kick,10,3065,0,0,0,0,End of Half / Match (0)
4475,3,Gloucester,Bristol,1,Home,10m-22m (opp),Centre,Turnover Steal,-10,3057,0,0,0,0,End of Half / Match (0)
4476,3,Gloucester,Bristol,2,Home,10m-22m (opp),Centre,Turnover Steal,-10,3053,0,0,0,0,End of Half / Match (0)
4477,3,Gloucester,Bristol,3,Home,22m-5m (opp),Centre,Turnover Steal,-10,3048,0,0,0,0,End of Half / Match (0)
4478,3,Gloucester,Bristol,4,Home,22m-5m (opp),Centre,Turnover Steal,-10,3041,0,0,0,0,End of Half / Match (0)
4479,3,Gloucester,Bristol,1,Home,5m-Goal (opp),Left,Lineout,-10,2991,0,0,0,0,End of Half / Match (0)
4480,3,Gloucester,Bristol,2,Home,22m-5m (opp),Centre,Lineout,-10,2978,0,0,0,0,End of Half / Match (0)
4481,3,Gloucester,Bristol,3,Home,5m-Goal (opp),Centre,Lineout,-10,2973,0,0,0,0,End of Half / Match (0)
4482,3,Gloucester,Bristol,1,Home,5m-Goal (opp),Left,Lineout,-10,2924,0,0,0,0,End of Half / Match (0)
4483,3,Gloucester,Bristol,2,Home,22m-5m (opp),Centre,Lineout,-10,2899,0,0,0,0,End of Half / Match (0)
4484,3,Gloucester,Bristol,3,Home,22m-5m (opp),Centre,Lineout,-10,2890,0,0,0,0,End of Half / Match (0)
4485,3,Gloucester,Bristol,1,Home,22m-5m (opp),Centre,Scrum,-10,2812,0,0,0,0,End of Half / Match (0)
4486,3,Gloucester,Bristol,2,Home,5m-Goal (opp),Centre,Scrum,-10,2802,0,0,0,0,End of Half / Match (0)
4487,3,Gloucester,Bristol,3,Home,5m-Goal (opp),Centre,Scrum,-10,2793,0,0,0,0,End of Half / Match (0)
4488,3,Gloucester,Bristol,4,Home,5m-Goal (opp),Centre,Scrum,-10,2789,0,0,0,0,End of Half / Match (0)
4489,3,Gloucester,Bristol,5,Home,5m-Goal (opp),Centre,Scrum,-10,2783,0,0,0,0,End of Half / Match (0)
4490,3,Gloucester,Bristol,1,Home,5m-Goal (opp),Centre,Scrum,-10,2729,0,0,0,0,End of Half / Match (0)
4491,3,Gloucester,Bristol,2,Home,5m-Goal (opp),Centre,Scrum,-10,2719,0,0,0,0,End of Half / Match (0)
4492,3,Gloucester,Bristol,3,Home,5m-Goal (opp),Centre,Scrum,-10,2712,0,0,0,0,End of Half / Match (0)
4493,3,Gloucester,Bristol,4,Home,5m-Goal (opp),Centre,Scrum,-10,2705,0,0,0,0,End of Half / Match (0)
4494,3,Gloucester,Bristol,5,Home,22m-5m (opp),Centre,Scrum,-10,2696,0,0,0,0,End of Half / Match (0)
4495,3,Gloucester,Bristol,1,Away,5m-22m (own),Centre,Scrum,10,2633,0,0,0,0,End of Half / Match (0)
4496,3,Gloucester,Bristol,1,Home,22m-5m (opp),Centre,Scrum,-10,2585,0,0,0,0,End of Half / Match (0)
4497,3,Gloucester,Bristol,1,Away,22m-10m (own),Right,Lineout,10,2527,0,0,0,0,End of Half / Match (0)
4498,3,Gloucester,Bristol,1,Home,10m-22m (opp),Centre,Turnover Steal,-10,2519,0,0,0,0,End of Half / Match (0)
4499,3,Gloucester,Bristol,2,Home,10m-22m (opp),Centre,Turnover Steal,-10,2517,0,0,0,0,End of Half / Match (0)
4500,3,Gloucester,Bristol,3,Home,10m-22m (opp),Centre,Turnover Steal,-10,2512,0,0,0,0,End of Half / Match (0)
4501,3,Gloucester,Bristol,1,Away,10m-Half (own),Centre,Scrum,10,2450,0,0,0,0,End of Half / Match (0)
4502,3,Gloucester,Bristol,2,Away,10m-Half (own),Left,Scrum,10,2439,0,0,0,0,End of Half / Match (0)
4503,3,Gloucester,Bristol,3,Away,10m-Half (own),Centre,Scrum,10,2429,0,0,0,0,End of Half / Match (0)
4504,3,Gloucester,Bristol,4,Away,22m-10m (own),Right,Scrum,10,2417,0,0,0,0,End of Half / Match (0)
4505,3,Gloucester,Bristol,1,Home,10m-22m (opp),Centre,Turnover Steal,-10,2412,0,0,0,0,End of Half / Match (0)
4506,3,Gloucester,Bristol,2,Home,10m-22m (opp),Centre,Turnover Steal,-10,2405,0,0,0,0,End of Half / Match (0)
4507,3,Gloucester,Bristol,1,Home,10m-22m (opp),Right,Restart Kick,-10,2395,0,0,0,0,For Converted Try (+7)
4508,3,Gloucester,Bristol,2,Home,22m-5m (opp),Centre,Restart Kick,-10,2388,0,0,0,0,For Converted Try (+7)
4509,3,Gloucester,Bristol,3,Home,22m-5m (opp),Centre,Restart Kick,-10,2380,0,0,0,0,For Converted Try (+7)
4510,3,Gloucester,Bristol,4,Home,5m-Goal (opp),Right,Restart Kick,-10,2372,0,0,0,0,For Converted Try (+7)
4511,3,Gloucester,Bristol,5,Home,22m-5m (opp),Right,Restart Kick,-10,2366,0,0,0,0,For Converted Try (+7)
4512,3,Gloucester,Bristol,1,Home,5m-22m (own),Centre,Restart Kick,-3,2309,0,0,0,0,For Converted Try (+7)
4513,3,Gloucester,Bristol,2,Home,22m-10m (own),Centre,Restart Kick,-3,2303,0,0,0,0,For Converted Try (+7)
4514,3,Gloucester,Bristol,3,Home,22m-10m (own),Centre,Restart Kick,-3,2295,0,0,0,0,For Converted Try (+7)
4515,3,Gloucester,Bristol,4,Home,Half-10m (opp),Left,Restart Kick,-3,2283,0,0,0,0,For Converted Try (+7)
4516,3,Gloucester,Bristol,5,Home,Half-10m (opp),Centre,Restart Kick,-3,2276,0,0,0,0,For Converted Try (+7)
4517,3,Gloucester,Bristol,1,Away,22m-10m (own),Right,Scrum,3,2219,0,0,0,0,Against Converted Try (-7)
4518,3,Gloucester,Bristol,1,Away,10m-22m (opp),Right,Lineout,3,2174,0,0,0,0,Against Converted Try (-7)
4519,3,Gloucester,Bristol,2,Away,10m-22m (opp),Centre,Lineout,3,2160,0,0,0,0,Against Converted Try (-7)
4520,3,Gloucester,Bristol,1,Home,22m-10m (own),Right,Scrum,-3,2097,0,0,0,0,For Converted Try (+7)
4521,3,Gloucester,Bristol,1,Home,10m-22m (opp),Right,Lineout,-3,2049,0,0,0,0,For Converted Try (+7)
4522,3,Gloucester,Bristol,1,Home,5m-Goal (opp),Right,Lineout,-3,1995,0,0,0,0,For Converted Try (+7)
4523,3,Gloucester,Bristol,2,Home,5m-Goal (opp),Right,Lineout,-3,1981,0,0,0,0,For Converted Try (+7)
4524,3,Gloucester,Bristol,3,Home,5m-Goal (opp),Right,Lineout,-3,1973,0,0,0,0,For Converted Try (+7)
4525,3,Gloucester,Bristol,1,Home,5m-Goal (opp),Right,Lineout,-3,1944,0,1,0,0,For Converted Try (+7)
4526,3,Gloucester,Bristol,2,Home,5m-Goal (opp),Right,Lineout,-3,1926,0,1,0,0,For Converted Try (+7)
4527,3,Gloucester,Bristol,1,Home,5m-22m (own),Left,Restart Kick,4,1854,0,1,0,0,For Try (+5)
4528,3,Gloucester,Bristol,2,Home,10m-Half (own),Left,Restart Kick,4,1845,0,1,0,0,For Try (+5)
4529,3,Gloucester,Bristol,3,Home,Half-10m (opp),Right,Restart Kick,4,1834,0,1,0,0,For Try (+5)
4530,3,Gloucester,Bristol,4,Home,Half-10m (opp),Centre,Restart Kick,4,1823,0,1,0,0,For Try (+5)
4531,3,Gloucester,Bristol,5,Home,10m-22m (opp),Centre,Restart Kick,4,1810,0,1,0,0,For Try (+5)
4532,3,Gloucester,Bristol,6,Home,10m-22m (opp),Centre,Restart Kick,4,1806,0,1,0,0,For Try (+5)
4533,3,Gloucester,Bristol,7,Home,10m-22m (opp),Left,Restart Kick,4,1799,0,1,0,0,For Try (+5)
4534,3,Gloucester,Bristol,1,Home,22m-5m (opp),Left,Lineout,4,1748,0,1,0,0,For Try (+5)
4535,3,Gloucester,Bristol,2,Home,22m-5m (opp),Centre,Lineout,4,1736,0,1,0,0,For Try (+5)
4536,3,Gloucester,Bristol,1,Away,5m-22m (own),Centre,Turnover Steal,-4,1730,1,0,0,0,Against Try (-5)
4537,3,Gloucester,Bristol,2,Away,22m-10m (own),Left,Turnover Steal,-4,1719,1,0,0,0,Against Try (-5)
4538,3,Gloucester,Bristol,1,Home,Half-10m (opp),Left,Kick (Open Play),4,1712,0,1,0,0,For Try (+5)
4539,3,Gloucester,Bristol,2,Home,10m-22m (opp),Left,Kick (Open Play),4,1702,0,1,0,0,For Try (+5)
4540,3,Gloucester,Bristol,3,Home,10m-22m (opp),Centre,Kick (Open Play),4,1694,0,1,0,0,For Try (+5)
4541,3,Gloucester,Bristol,1,Away,Half-10m (opp),Left,Turnover Steal,-4,1685,1,0,0,0,Against Try (-5)
4542,3,Gloucester,Bristol,2,Away,Half-10m (opp),Left,Turnover Steal,-4,1672,1,0,0,0,Against Try (-5)
4543,3,Gloucester,Bristol,1,Home,10m-Half (own),Left,Scrum,4,1634,0,1,0,0,For Try (+5)
4544,3,Gloucester,Bristol,2,Home,10m-Half (own),Centre,Scrum,4,1621,0,1,0,0,For Try (+5)
4545,3,Gloucester,Bristol,3,Home,Half-10m (opp),Centre,Scrum,4,1615,0,1,0,0,For Try (+5)
4546,3,Gloucester,Bristol,4,Home,Half-10m (opp),Centre,Scrum,4,1609,0,1,0,0,For Try (+5)
4547,3,Gloucester,Bristol,5,Home,Half-10m (opp),Centre,Scrum,4,1604,0,1,0,0,For Try (+5)
4548,3,Gloucester,Bristol,1,Home,22m-5m (opp),Right,Lineout,4,1552,0,1,0,0,For Try (+5)
4549,3,Gloucester,Bristol,1,Home,5m-22m (own),Left,Restart Kick,9,1431,0,1,0,0,For Try (+5)
4550,3,Gloucester,Bristol,1,Away,22m-5m (opp),Right,Lineout,-9,1396,1,0,0,0,Against Try (-5)
4551,3,Gloucester,Bristol,1,Home,5m-22m (own),Centre,Scrum,9,1324,0,0,0,0,For Try (+5)
4552,3,Gloucester,Bristol,2,Home,22m-10m (own),Right,Scrum,9,1312,0,0,0,0,For Try (+5)
4553,3,Gloucester,Bristol,3,Home,22m-10m (own),Centre,Scrum,9,1305,0,0,0,0,For Try (+5)
4554,3,Gloucester,Bristol,4,Home,22m-10m (own),Centre,Scrum,9,1301,0,0,0,0,For Try (+5)
4555,3,Gloucester,Bristol,5,Home,22m-10m (own),Left,Scrum,9,1296,0,0,0,0,For Try (+5)
4556,3,Gloucester,Bristol,1,Home,22m-10m (own),Centre,Scrum,9,1277,0,0,0,0,For Try (+5)
4557,3,Gloucester,Bristol,2,Home,22m-10m (own),Centre,Scrum,9,1265,0,0,0,0,For Try (+5)
4558,3,Gloucester,Bristol,3,Home,10m-Half (own),Centre,Scrum,9,1259,0,0,0,0,For Try (+5)
4559,3,Gloucester,Bristol,4,Home,10m-Half (own),Centre,Scrum,9,1253,0,0,0,0,For Try (+5)
4560,3,Gloucester,Bristol,5,Home,10m-Half (own),Centre,Scrum,9,1245,0,0,0,0,For Try (+5)
4561,3,Gloucester,Bristol,6,Home,10m-Half (own),Centre,Scrum,9,1239,0,0,0,0,For Try (+5)
