ID,Round,Home,Away,Phase,Team_In_Poss,Location,Side,Play_Start,Points_Difference,Seconds_Remaining,Yellow_Cards_Own,Yellow_Cards_Opp,Red_Cards_Own,Red_Cards_Opp,Outcome
14204,9,Bristol,Leicester,11,Away,22m-5m (opp),Centre,Kick (Open Play),-31,708,0,0,1,0,End of Half / Match (0)
14205,9,Bristol,Leicester,12,Away,22m-5m (opp),Centre,Kick (Open Play),-31,701,0,0,1,0,End of Half / Match (0)
14206,9,Bristol,Leicester,13,Away,22m-5m (opp),Centre,Kick (Open Play),-31,694,0,0,1,0,End of Half / Match (0)
14207,9,Bristol,Leicester,14,Away,22m-5m (opp),Left,Kick (Open Play),-31,687,0,0,1,0,End of Half / Match (0)
14208,9,Bristol,Leicester,15,Away,22m-5m (opp),Left,Kick (Open Play),-31,681,0,0,1,0,End of Half / Match (0)
14209,9,Bristol,Leicester,16,Away,22m-5m (opp),Centre,Kick (Open Play),-31,676,0,0,1,0,End of Half / Match (0)
14210,9,Bristol,Leicester,17,Away,22m-5m (opp),Centre,Kick (Open Play),-31,670,0,0,1,0,End of Half / Match (0)
14211,9,Bristol,Leicester,1,Home,5m-22m (own),Centre,Quick Tap,31,658,0,0,0,1,End of Half / Match (0)
14212,9,Bristol,Leicester,2,Home,Half-10m (opp),Centre,Quick Tap,31,648,0,0,0,1,End of Half / Match (0)
14213,9,Bristol,Leicester,1,Home,Goal-5m (own),Left,Restart Kick,31,617,0,0,0,1,End of Half / Match (0)
14214,9,Bristol,Leicester,1,Away,22m-10m (own),Right,Kick (Open Play),-31,609,0,0,1,0,End of Half / Match (0)
14215,9,Bristol,Leicester,2,Away,22m-10m (own),Centre,Kick (Open Play),-31,598,0,0,1,0,End of Half / Match (0)
14216,9,Bristol,Leicester,3,Away,22m-10m (own),Centre,Kick (Open Play),-31,592,0,0,1,0,End of Half / Match (0)
14217,9,Bristol,Leicester,4,Away,22m-10m (own),Centre,Kick (Open Play),-31,585,0,0,1,0,End of Half / Match (0)
14218,9,Bristol,Leicester,5,Away,10m-Half (own),Right,Kick (Open Play),-31,579,0,0,1,0,End of Half / Match (0)
14219,9,Bristol,Leicester,1,Home,10m-22m (opp),Right,Turnover Steal,31,566,0,0,0,1,End of Half / Match (0)
14220,9,Bristol,Leicester,1,Away,Half-10m (opp),Left,Lineout,-31,498,0,0,1,0,End of Half / Match (0)
14221,9,Bristol,Leicester,2,Away,Half-10m (opp),Centre,Lineout,-31,489,0,0,1,0,End of Half / Match (0)
14222,9,Bristol,Leicester,3,Away,10m-22m (opp),Centre,Lineout,-31,482,0,0,1,0,End of Half / Match (0)
14223,9,Bristol,Leicester,4,Away,10m-22m (opp),Centre,Lineout,-31,475,0,0,1,0,End of Half / Match (0)
14224,9,Bristol,Leicester,5,Away,Half-10m (opp),Centre,Lineout,-31,464,0,0,1,0,End of Half / Match (0)
14225,9,Bristol,Leicester,6,Away,10m-22m (opp),Right,Lineout,-31,451,0,0,1,0,End of Half / Match (0)
14226,9,Bristol,Leicester,7,Away,10m-22m (opp),Right,Lineout,-31,447,0,0,1,0,End of Half / Match (0)
14227,9,Bristol,Leicester,8,Away,10m-22m (opp),Centre,Lineout,-31,439,0,0,1,0,End of Half / Match (0)
14228,9,Bristol,Leicester,9,Away,10m-22m (opp),Right,Lineout,-31,428,0,0,1,0,End of Half / Match (0)
14229,9,Bristol,Leicester,10,Away,Half-10m (opp),Centre,Lineout,-31,421,0,0,1,0,End of Half / Match (0)
14230,9,Bristol,Leicester,11,Away,Half-10m (opp),Centre,Lineout,-31,415,0,0,1,0,End of Half / Match (0)
14231,9,Bristol,Leicester,1,Away,22m-5m (opp),Right,Lineout,-31,357,0,0,1,0,End of Half / Match (0)
14232,9,Bristol,Leicester,2,Away,22m-5m (opp),Centre,Lineout,-31,332,0,0,1,0,End of Half / Match (0)
14233,9,Bristol,Leicester,3,Away,10m-22m (opp),Centre,Lineout,-31,322,0,0,1,0,End of Half / Match (0)
14234,9,Bristol,Leicester,4,Away,22m-5m (opp),Centre,Lineout,-31,318,0,0,1,0,End of Half / Match (0)
14235,9,Bristol,Leicester,5,Away,22m-5m (opp),Centre,Lineout,-31,311,0,0,1,0,End of Half / Match (0)
14236,9,Bristol,Leicester,6,Away,10m-22m (opp),Centre,Lineout,-31,304,0,0,1,0,End of Half / Match (0)
14237,9,Bristol,Leicester,7,Away,22m-5m (opp),Left,Lineout,-31,294,0,0,1,0,End of Half / Match (0)
14238,9,Bristol,Leicester,8,Away,22m-5m (opp),Left,Lineout,-31,289,0,0,1,0,End of Half / Match (0)
14239,9,Bristol,Leicester,9,Away,22m-5m (opp),Centre,Lineout,-31,279,0,0,1,0,End of Half / Match (0)
14240,9,Bristol,Leicester,10,Away,22m-5m (opp),Centre,Lineout,-31,272,0,0,1,0,End of Half / Match (0)
14241,9,Bristol,Leicester,11,Away,22m-5m (opp),Right,Lineout,-31,265,0,0,1,0,End of Half / Match (0)
14242,9,Bristol,Leicester,12,Away,22m-5m (opp),Centre,Lineout,-31,251,0,0,1,0,End of Half / Match (0)
14243,9,Bristol,Leicester,1,Home,5m-22m (own),Centre,Turnover Steal,31,246,0,0,0,1,End of Half / Match (0)
14244,9,Bristol,Leicester,2,Home,5m-22m (own),Centre,Turnover Steal,31,240,0,0,0,1,End of Half / Match (0)
14245,9,Bristol,Leicester,1,Home,5m-22m (own),Centre,Scrum,31,152,0,0,0,1,End of Half / Match (0)
14246,9,Bristol,Leicester,2,Home,22m-10m (own),Left,Scrum,31,134,0,0,0,1,End of Half / Match (0)
14247,9,Bristol,Leicester,3,Home,22m-10m (own),Left,Scrum,31,127,0,0,0,1,End of Half / Match (0)
14248,9,Bristol,Leicester,1,Away,10m-22m (opp),Centre,Scrum,-31,69,0,0,1,0,End of Half / Match (0)
14249,9,Bristol,Leicester,2,Away,10m-22m (opp),Right,Scrum,-31,59,0,0,1,0,End of Half / Match (0)
14250,9,Bristol,Leicester,3,Away,10m-22m (opp),Centre,Scrum,-31,50,0,0,1,0,End of Half / Match (0)
14251,9,Bristol,Leicester,4,Away,10m-22m (opp),Centre,Scrum,-31,41,0,0,1,0,End of Half / Match (0)
14252,9,Bristol,Leicester,5,Away,10m-22m (opp),Centre,Scrum,-31,34,0,0,1,0,End of Half / Match (0)
14253,9,Bristol,Leicester,6,Away,10m-22m (opp),Centre,Scrum,-31,26,0,0,1,0,End of Half / Match (0)
14254,9,Bristol,Leicester,7,Away,22m-5m (opp),Centre,Scrum,-31,18,0,0,1,0,End of Half / Match (0)
14255,9,Bristol,Leicester,8,Away,22m-5m (opp),Right,Scrum,-31,8,0,0,1,0,End of Half / Match (0)
14256,9,Bristol,Leicester,9,Away,10m-22m (opp),Centre,Scrum,-31,0,0,0,1,0,End of Half / Match (0)
14257,9,Bath,Sale,1,Home,5m-22m (own),Right,Restart Kick,0,4793,0,0,0,0,End of Half / Match (0)
14258,9,Bath,Sale,2,Home,22m-10m (own),Centre,Restart Kick,0,4787,0,0,0,0,End of Half / Match (0)
14259,9,Bath,Sale,1,Away,10m-Half (own),Left,Kick (Open Play),0,4771,0,0,0,0,End of Half / Match (0)
14260,9,Bath,Sale,2,Away,10m-Half (own),Centre,Kick (Open Play),0,4764,0,0,0,0,End of Half / Match (0)
14261,9,Bath,Sale,3,Away,10m-Half (own),Centre,Kick (Open Play),0,4756,0,0,0,0,End of Half / Match (0)
14262,9,Bath,Sale,1,Home,22m-10m (own),Centre,Kick (Open Play),0,4750,0,0,0,0,End of Half / Match (0)
14263,9,Bath,Sale,2,Home,22m-10m (own),Centre,Kick (Open Play),0,4744,0,0,0,0,End of Half / Match (0)
14264,9,Bath,Sale,3,Home,22m-10m (own),Centre,Kick (Open Play),0,4735,0,0,0,0,End of Half / Match (0)
14265,9,Bath,Sale,1,Away,22m-10m (own),Centre,Kick (Open Play),0,4728,0,0,0,0,End of Half / Match (0)
14266,9,Bath,Sale,1,Home,22m-10m (own),Centre,Kick (Open Play),0,4721,0,0,0,0,End of Half / Match (0)
14267,9,Bath,Sale,2,Home,22m-10m (own),Centre,Kick (Open Play),0,4717,0,0,0,0,End of Half / Match (0)
14268,9,Bath,Sale,3,Home,22m-10m (own),Centre,Kick (Open Play),0,4710,0,0,0,0,End of Half / Match (0)
14269,9,Bath,Sale,4,Home,22m-10m (own),Centre,Kick (Open Play),0,4693,0,0,0,0,End of Half / Match (0)
14270,9,Bath,Sale,1,Away,10m-Half (own),Centre,Kick (Open Play),0,4688,0,0,0,0,End of Half / Match (0)
14271,9,Bath,Sale,2,Away,22m-10m (own),Centre,Kick (Open Play),0,4674,0,0,0,0,End of Half / Match (0)
14272,9,Bath,Sale,3,Away,22m-10m (own),Left,Kick (Open Play),0,4662,0,0,0,0,End of Half / Match (0)
14273,9,Bath,Sale,1,Home,22m-10m (own),Right,Kick (Open Play),0,4653,0,0,0,0,End of Half / Match (0)
14274,9,Bath,Sale,2,Home,22m-10m (own),Right,Kick (Open Play),0,4641,0,0,0,0,End of Half / Match (0)
14275,9,Bath,Sale,1,Away,10m-Half (own),Left,Kick (Open Play),0,4631,0,0,0,0,End of Half / Match (0)
14276,9,Bath,Sale,1,Home,Half-10m (opp),Right,Turnover Steal,0,4629,0,0,0,0,End of Half / Match (0)
14277,9,Bath,Sale,1,Home,Half-10m (opp),Centre,Scrum,0,4561,0,0,0,0,End of Half / Match (0)
14278,9,Bath,Sale,1,Home,10m-Half (own),Right,Restart Kick,0,4342,0,0,0,0,End of Half / Match (0)
14279,9,Bath,Sale,2,Home,Half-10m (opp),Right,Restart Kick,0,4334,0,0,0,0,End of Half / Match (0)
14280,9,Bath,Sale,3,Home,Half-10m (opp),Centre,Restart Kick,0,4328,0,0,0,0,End of Half / Match (0)
14281,9,Bath,Sale,1,Away,22m-10m (own),Right,Kick (Open Play),0,4322,0,0,0,0,End of Half / Match (0)
14282,9,Bath,Sale,1,Home,10m-22m (opp),Left,Lineout,0,4286,0,0,0,0,End of Half / Match (0)
14283,9,Bath,Sale,2,Home,10m-22m (opp),Left,Lineout,0,4271,0,0,0,0,End of Half / Match (0)
14284,9,Bath,Sale,3,Home,10m-22m (opp),Centre,Lineout,0,4262,0,0,0,0,End of Half / Match (0)
14285,9,Bath,Sale,1,Home,22m-5m (opp),Left,Lineout,0,4213,0,0,0,0,End of Half / Match (0)
14286,9,Bath,Sale,2,Home,5m-Goal (opp),Left,Lineout,0,4193,0,0,0,0,End of Half / Match (0)
14287,9,Bath,Sale,3,Home,5m-Goal (opp),Centre,Lineout,0,4185,0,0,0,0,End of Half / Match (0)
14288,9,Bath,Sale,1,Home,5m-Goal (opp),Left,Lineout,0,4156,0,0,0,0,End of Half / Match (0)
14289,9,Bath,Sale,2,Home,22m-5m (opp),Left,Lineout,0,4147,0,0,0,0,End of Half / Match (0)
14290,9,Bath,Sale,3,Home,22m-5m (opp),Left,Lineout,0,4140,0,0,0,0,End of Half / Match (0)
14291,9,Bath,Sale,4,Home,22m-5m (opp),Centre,Lineout,0,4129,0,0,0,0,End of Half / Match (0)
14292,9,Bath,Sale,5,Home,22m-5m (opp),Centre,Lineout,0,4120,0,0,0,0,End of Half / Match (0)
14293,9,Bath,Sale,6,Home,22m-5m (opp),Centre,Lineout,0,4114,0,0,0,0,End of Half / Match (0)
14294,9,Bath,Sale,7,Home,22m-5m (opp),Centre,Lineout,0,4109,0,0,0,0,End of Half / Match (0)
14295,9,Bath,Sale,8,Home,22m-5m (opp),Right,Lineout,0,4105,0,0,0,0,End of Half / Match (0)
14296,9,Bath,Sale,9,Home,5m-Goal (opp),Right,Lineout,0,4101,0,0,0,0,End of Half / Match (0)
14297,9,Bath,Sale,10,Home,5m-Goal (opp),Right,Lineout,0,4094,0,0,0,0,End of Half / Match (0)
14298,9,Bath,Sale,11,Home,5m-Goal (opp),Right,Lineout,0,4084,0,0,0,0,End of Half / Match (0)
14299,9,Bath,Sale,12,Home,22m-5m (opp),Centre,Lineout,0,4077,0,0,0,0,End of Half / Match (0)
14300,9,Bath,Sale,13,Home,22m-5m (opp),Right,Lineout,0,4066,0,0,0,0,End of Half / Match (0)
14301,9,Bath,Sale,14,Home,22m-5m (opp),Centre,Lineout,0,4061,0,0,0,0,End of Half / Match (0)
14302,9,Bath,Sale,1,Away,5m-22m (own),Centre,Turnover Steal,0,4058,0,0,0,0,End of Half / Match (0)
14303,9,Bath,Sale,2,Away,5m-22m (own),Centre,Turnover Steal,0,4053,0,0,0,0,End of Half / Match (0)
14304,9,Bath,Sale,1,Home,10m-Half (own),Left,Lineout,0,3996,0,0,0,0,End of Half / Match (0)
14305,9,Bath,Sale,1,Away,22m-10m (own),Right,Kick (Open Play),0,3973,0,0,0,0,End of Half / Match (0)
14306,9,Bath,Sale,1,Home,22m-10m (own),Left,Kick (Open Play),0,3967,0,0,0,0,End of Half / Match (0)
14307,9,Bath,Sale,1,Away,22m-10m (own),Right,Kick (Open Play),0,3960,0,0,0,0,End of Half / Match (0)
14308,9,Bath,Sale,1,Home,10m-22m (opp),Centre,Turnover Steal,0,3949,0,0,0,0,End of Half / Match (0)
14309,9,Bath,Sale,1,Away,5m-22m (own),Left,Kick (Open Play),0,3944,0,0,0,0,End of Half / Match (0)
14310,9,Bath,Sale,1,Home,22m-10m (own),Right,Kick (Open Play),0,3909,0,0,0,0,End of Half / Match (0)
14311,9,Bath,Sale,1,Away,22m-10m (own),Left,Turnover Steal,0,3897,0,0,0,0,End of Half / Match (0)
14312,9,Bath,Sale,1,Home,22m-10m (own),Right,Kick (Open Play),0,3882,0,0,0,0,End of Half / Match (0)
14313,9,Bath,Sale,1,Away,10m-22m (opp),Left,Lineout,0,3849,0,0,0,0,End of Half / Match (0)
14314,9,Bath,Sale,2,Away,10m-22m (opp),Left,Lineout,0,3830,0,0,0,0,End of Half / Match (0)
14315,9,Bath,Sale,3,Away,10m-22m (opp),Left,Lineout,0,3820,0,0,0,0,End of Half / Match (0)
14316,9,Bath,Sale,1,Away,22m-10m (own),Left,Restart Kick,0,3707,0,0,0,0,End of Half / Match (0)
14317,9,Bath,Sale,1,Home,22m-10m (own),Centre,Kick (Open Play),0,3700,0,0,0,0,End of Half / Match (0)
14318,9,Bath,Sale,2,Home,22m-10m (own),Centre,Kick (Open Play),0,3694,0,0,0,0,End of Half / Match (0)
14319,9,Bath,Sale,3,Home,22m-10m (own),Left,Kick (Open Play),0,3683,0,0,0,0,End of Half / Match (0)
14320,9,Bath,Sale,1,Home,Half-10m (opp),Left,Lineout,0,3647,0,0,0,0,End of Half / Match (0)
14321,9,Bath,Sale,1,Away,22m-10m (own),Centre,Turnover Steal,0,3629,0,0,0,0,End of Half / Match (0)
14322,9,Bath,Sale,2,Away,Half-10m (opp),Right,Turnover Steal,0,3621,0,0,0,0,End of Half / Match (0)
14323,9,Bath,Sale,1,Away,22m-5m (opp),Right,Lineout,0,3560,0,0,0,0,End of Half / Match (0)
14324,9,Bath,Sale,2,Away,22m-5m (opp),Right,Lineout,0,3549,0,0,0,0,End of Half / Match (0)
14325,9,Bath,Sale,1,Home,Goal-5m (own),Centre,Turnover Steal,0,3546,0,0,0,0,End of Half / Match (0)
14326,9,Bath,Sale,1,Away,10m-22m (opp),Right,Lineout,0,3508,0,0,0,0,End of Half / Match (0)
14327,9,Bath,Sale,2,Away,Half-10m (opp),Centre,Lineout,0,3490,0,0,0,0,End of Half / Match (0)
14328,9,Bath,Sale,3,Away,10m-22m (opp),Centre,Lineout,0,3475,0,0,0,0,End of Half / Match (0)
14329,9,Bath,Sale,4,Away,Half-10m (opp),Centre,Lineout,0,3462,0,0,0,0,End of Half / Match (0)
14330,9,Bath,Sale,1,Home,5m-22m (own),Centre,Kick (Open Play),0,3459,0,0,0,0,End of Half / Match (0)
14331,9,Bath,Sale,2,Home,22m-10m (own),Right,Kick (Open Play),0,3448,0,0,0,0,End of Half / Match (0)
14332,9,Bath,Sale,3,Home,22m-10m (own),Centre,Kick (Open Play),0,3439,0,0,0,0,End of Half / Match (0)
14333,9,Bath,Sale,4,Home,22m-10m (own),Centre,Kick (Open Play),0,3425,0,0,0,0,End of Half / Match (0)
14334,9,Bath,Sale,1,Home,10m-Half (own),Centre,Kick (Open Play),0,3413,0,0,0,0,End of Half / Match (0)
14335,9,Bath,Sale,1,Home,22m-5m (opp),Left,Kick (Open Play),0,3404,0,0,0,0,End of Half / Match (0)
14336,9,Bath,Sale,2,Home,22m-5m (opp),Left,Kick (Open Play),0,3397,0,0,0,0,End of Half / Match (0)
14337,9,Bath,Sale,1,Away,5m-22m (own),Centre,Turnover Steal,0,3387,0,0,0,0,End of Half / Match (0)
14338,9,Bath,Sale,1,Away,5m-22m (own),Centre,Scrum,0,3362,0,0,0,0,End of Half / Match (0)
14339,9,Bath,Sale,2,Away,5m-22m (own),Right,Scrum,0,3315,0,0,0,0,End of Half / Match (0)
14340,9,Bath,Sale,1,Home,5m-Goal (opp),Left,Scrum,0,3259,0,0,0,0,End of Half / Match (0)
14341,9,Bath,Sale,2,Home,5m-Goal (opp),Centre,Scrum,0,3244,0,0,0,0,End of Half / Match (0)
14342,9,Bath,Sale,1,Home,5m-Goal (opp),Left,Scrum,0,3158,0,0,0,0,End of Half / Match (0)
14343,9,Bath,Sale,2,Home,22m-5m (opp),Centre,Scrum,0,3136,0,0,0,0,End of Half / Match (0)
14344,9,Bath,Sale,3,Home,22m-5m (opp),Centre,Scrum,0,3129,0,0,0,0,End of Half / Match (0)
14345,9,Bath,Sale,1,Away,5m-22m (own),Centre,Turnover Steal,0,3123,0,0,0,0,End of Half / Match (0)
14346,9,Bath,Sale,2,Away,5m-22m (own),Right,Turnover Steal,0,3115,0,0,0,0,End of Half / Match (0)
14347,9,Bath,Sale,1,Home,10m-22m (opp),Left,Lineout,0,3071,0,0,0,0,End of Half / Match (0)
14348,9,Bath,Sale,2,Home,10m-22m (opp),Centre,Lineout,0,3062,0,0,0,0,End of Half / Match (0)
14349,9,Bath,Sale,3,Home,10m-22m (opp),Centre,Lineout,0,3054,0,0,0,0,End of Half / Match (0)
14350,9,Bath,Sale,4,Home,10m-22m (opp),Centre,Lineout,0,3047,0,0,0,0,End of Half / Match (0)
14351,9,Bath,Sale,5,Home,10m-22m (opp),Right,Lineout,0,3041,0,0,0,0,End of Half / Match (0)
14352,9,Bath,Sale,1,Away,22m-10m (own),Centre,Turnover Steal,0,3030,0,0,0,0,End of Half / Match (0)
14353,9,Bath,Sale,2,Away,22m-10m (own),Centre,Turnover Steal,0,3020,0,0,0,0,End of Half / Match (0)
14354,9,Bath,Sale,1,Home,10m-22m (opp),Centre,Scrum,0,2981,0,0,0,0,End of Half / Match (0)
14355,9,Bath,Sale,1,Away,22m-10m (own),Left,Scrum,0,2846,0,0,0,0,End of Half / Match (0)
14356,9,Bath,Sale,1,Home,5m-22m (own),Left,Kick (Open Play),0,2828,0,0,0,0,End of Half / Match (0)
14357,9,Bath,Sale,1,Away,5m-22m (own),Centre,Kick (Open Play),0,2820,0,0,0,0,End of Half / Match (0)
14358,9,Bath,Sale,1,Home,22m-10m (own),Left,Kick (Open Play),0,2815,0,0,0,0,End of Half / Match (0)
14359,9,Bath,Sale,1,Away,5m-22m (own),Left,Kick (Open Play),0,2808,0,0,0,0,End of Half / Match (0)
14360,9,Bath,Sale,1,Home,10m-Half (own),Right,Lineout,0,2768,0,0,0,0,End of Half / Match (0)
14361,9,Bath,Sale,2,Home,10m-Half (own),Right,Lineout,0,2734,0,0,0,0,End of Half / Match (0)
14362,9,Bath,Sale,1,Away,22m-10m (own),Centre,Kick (Open Play),0,2729,0,0,0,0,End of Half / Match (0)
14363,9,Bath,Sale,1,Home,22m-10m (own),Right,Kick (Open Play),0,2724,0,0,0,0,End of Half / Match (0)
14364,9,Bath,Sale,1,Away,22m-10m (own),Right,Kick (Open Play),0,2715,0,0,0,0,End of Half / Match (0)
14365,9,Bath,Sale,1,Away,10m-Half (own),Right,Lineout,0,2681,0,0,0,0,End of Half / Match (0)
14366,9,Bath,Sale,2,Away,22m-10m (own),Right,Lineout,0,2665,0,0,0,0,End of Half / Match (0)
14367,9,Bath,Sale,3,Away,22m-10m (own),Centre,Lineout,0,2655,0,0,0,0,End of Half / Match (0)
14368,9,Bath,Sale,1,Home,10m-Half (own),Left,Kick (Open Play),0,2643,0,0,0,0,End of Half / Match (0)
14369,9,Bath,Sale,1,Home,10m-Half (own),Left,Scrum,0,2608,0,0,0,0,End of Half / Match (0)
14370,9,Bath,Sale,1,Home,10m-22m (opp),Left,Lineout,0,2576,0,0,0,0,End of Half / Match (0)
14371,9,Bath,Sale,2,Home,10m-22m (opp),Centre,Lineout,0,2556,0,0,0,0,End of Half / Match (0)
14372,9,Bath,Sale,3,Home,10m-22m (opp),Right,Lineout,0,2545,0,0,0,0,End of Half / Match (0)
14373,9,Bath,Sale,4,Home,10m-22m (opp),Centre,Lineout,0,2538,0,0,0,0,End of Half / Match (0)
14374,9,Bath,Sale,5,Home,10m-22m (opp),Centre,Lineout,0,2529,0,0,0,0,End of Half / Match (0)
14375,9,Bath,Sale,6,Home,10m-22m (opp),Centre,Lineout,0,2523,0,0,0,0,End of Half / Match (0)
14376,9,Bath,Sale,7,Home,10m-22m (opp),Left,Lineout,0,2515,0,0,0,0,End of Half / Match (0)
14377,9,Bath,Sale,8,Home,10m-22m (opp),Centre,Lineout,0,2509,0,0,0,0,End of Half / Match (0)
14378,9,Bath,Sale,9,Home,10m-22m (opp),Centre,Lineout,0,2500,0,0,0,0,End of Half / Match (0)
14379,9,Bath,Sale,10,Home,10m-22m (opp),Centre,Lineout,0,2492,0,0,0,0,End of Half / Match (0)
14380,9,Bath,Sale,1,Away,22m-10m (own),Left,Turnover Steal,0,2480,0,0,0,0,End of Half / Match (0)
14381,9,Bath,Sale,2,Away,22m-10m (own),Left,Turnover Steal,0,2472,0,0,0,0,End of Half / Match (0)
14382,9,Bath,Sale,1,Away,10m-Half (own),Left,Kick (Open Play),0,2459,0,0,0,0,End of Half / Match (0)
14383,9,Bath,Sale,1,Away,22m-5m (opp),Right,Kick (Open Play),0,2449,0,0,0,0,End of Half / Match (0)
14384,9,Bath,Sale,1,Home,Goal-5m (own),Left,Scrum,0,2400,0,0,0,0,End of Half / Match (0)
14385,9,Bath,Sale,2,Home,5m-22m (own),Left,Scrum,0,2400,0,0,0,0,End of Half / Match (0)
14386,9,Bath,Sale,1,Away,5m-22m (own),Centre,Restart Kick,0,2395,0,0,0,0,For Converted Try (+7)
14387,9,Bath,Sale,1,Home,Half-10m (opp),Right,Kick (Open Play),0,2390,0,0,0,0,Against Converted Try (-7)
14388,9,Bath,Sale,2,Home,10m-22m (opp),Centre,Kick (Open Play),0,2381,0,0,0,0,Against Converted Try (-7)
14389,9,Bath,Sale,3,Home,10m-22m (opp),Centre,Kick (Open Play),0,2375,0,0,0,0,Against Converted Try (-7)
14390,9,Bath,Sale,4,Home,10m-22m (opp),Centre,Kick (Open Play),0,2365,0,0,0,0,Against Converted Try (-7)
14391,9,Bath,Sale,5,Home,Half-10m (opp),Left,Kick (Open Play),0,2356,0,0,0,0,Against Converted Try (-7)
14392,9,Bath,Sale,6,Home,Half-10m (opp),Centre,Kick (Open Play),0,2350,0,0,0,0,Against Converted Try (-7)
14393,9,Bath,Sale,1,Away,5m-22m (own),Right,Lineout,0,2311,0,0,0,0,For Converted Try (+7)
14394,9,Bath,Sale,1,Home,Half-10m (opp),Left,Kick (Open Play),0,2288,0,0,0,0,Against Converted Try (-7)
14395,9,Bath,Sale,2,Home,Half-10m (opp),Left,Kick (Open Play),0,2280,0,0,0,0,Against Converted Try (-7)
14396,9,Bath,Sale,3,Home,Half-10m (opp),Centre,Kick (Open Play),0,2271,0,0,0,0,Against Converted Try (-7)
14397,9,Bath,Sale,1,Away,5m-22m (own),Centre,Kick (Open Play),0,2264,0,0,0,0,For Converted Try (+7)
14398,9,Bath,Sale,2,Away,5m-22m (own),Centre,Kick (Open Play),0,2253,0,0,0,0,For Converted Try (+7)
14399,9,Bath,Sale,3,Away,5m-22m (own),Right,Kick (Open Play),0,2242,0,0,0,0,For Converted Try (+7)
14400,9,Bath,Sale,1,Home,Half-10m (opp),Left,Lineout,0,2213,0,0,0,0,Against Converted Try (-7)
14401,9,Bath,Sale,2,Home,Half-10m (opp),Centre,Lineout,0,2204,0,0,0,0,Against Converted Try (-7)
14402,9,Bath,Sale,3,Home,Half-10m (opp),Centre,Lineout,0,2198,0,0,0,0,Against Converted Try (-7)
14403,9,Bath,Sale,4,Home,Half-10m (opp),Centre,Lineout,0,2189,0,0,0,0,Against Converted Try (-7)
14404,9,Bath,Sale,1,Away,5m-22m (own),Left,Lineout,0,2148,0,0,0,0,For Converted Try (+7)
14405,9,Bath,Sale,1,Away,10m-Half (own),Left,Lineout,0,2082,0,0,0,0,For Converted Try (+7)
14406,9,Bath,Sale,2,Away,10m-Half (own),Left,Lineout,0,2062,0,0,0,0,For Converted Try (+7)
14407,9,Bath,Sale,1,Home,10m-Half (own),Centre,Turnover Steal,0,2055,0,0,0,0,Against Converted Try (-7)
14408,9,Bath,Sale,1,Away,10m-22m (opp),Left,Lineout,0,1991,0,0,0,0,For Converted Try (+7)
14409,9,Bath,Sale,2,Away,22m-5m (opp),Left,Lineout,0,1960,0,0,0,0,For Converted Try (+7)
14410,9,Bath,Sale,1,Away,5m-Goal (opp),Left,Lineout,0,1908,0,0,0,0,For Converted Try (+7)
14411,9,Bath,Sale,2,Away,5m-Goal (opp),Left,Lineout,0,1890,0,0,0,0,For Converted Try (+7)
14412,9,Bath,Sale,3,Away,5m-Goal (opp),Left,Lineout,0,1884,0,0,0,0,For Converted Try (+7)
14413,9,Bath,Sale,4,Away,5m-Goal (opp),Centre,Lineout,0,1880,0,0,0,0,For Converted Try (+7)
14414,9,Bath,Sale,1,Away,5m-22m (own),Centre,Restart Kick,7,1806,0,0,0,0,Against Converted Try (-7)
14415,9,Bath,Sale,1,Home,22m-10m (own),Left,Kick (Open Play),-7,1801,0,0,0,0,For Converted Try (+7)
14416,9,Bath,Sale,1,Away,22m-10m (own),Centre,Kick (Open Play),7,1794,0,0,0,0,Against Converted Try (-7)
14417,9,Bath,Sale,2,Away,10m-Half (own),Centre,Kick (Open Play),7,1784,0,0,0,0,Against Converted Try (-7)
14418,9,Bath,Sale,1,Away,10m-22m (opp),Left,Lineout,7,1706,0,0,0,0,Against Converted Try (-7)
14419,9,Bath,Sale,2,Away,10m-22m (opp),Centre,Lineout,7,1675,0,0,0,0,Against Converted Try (-7)
14420,9,Bath,Sale,3,Away,22m-5m (opp),Right,Lineout,7,1668,0,0,0,0,Against Converted Try (-7)
14421,9,Bath,Sale,4,Away,22m-5m (opp),Centre,Lineout,7,1660,0,0,0,0,Against Converted Try (-7)
14422,9,Bath,Sale,5,Away,22m-5m (opp),Left,Lineout,7,1649,0,0,0,0,Against Converted Try (-7)
14423,9,Bath,Sale,6,Away,22m-5m (opp),Centre,Lineout,7,1642,0,0,0,0,Against Converted Try (-7)
14424,9,Bath,Sale,7,Away,22m-5m (opp),Centre,Lineout,7,1635,0,0,0,0,Against Converted Try (-7)
14425,9,Bath,Sale,8,Away,22m-5m (opp),Centre,Lineout,7,1623,0,0,0,0,Against Converted Try (-7)
14426,9,Bath,Sale,1,Home,5m-22m (own),Centre,Turnover Steal,-7,1620,0,0,0,0,For Converted Try (+7)
14427,9,Bath,Sale,2,Home,5m-22m (own),Centre,Turnover Steal,-7,1610,0,0,0,0,For Converted Try (+7)
14428,9,Bath,Sale,1,Away,Half-10m (opp),Left,Lineout,7,1557,0,0,0,0,Against Converted Try (-7)
14429,9,Bath,Sale,2,Away,10m-Half (own),Centre,Lineout,7,1541,0,0,0,0,Against Converted Try (-7)
